Publication date,URL,Publication date,Author Name,Image URL,Abstract,Abstract Length
2018-06-25,https://www.uni-potsdam.de/de/nachrichten/detail/2018-06-25-unterwegs-in-den-alpen-9-juni-2018,25.06.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/a/4/csm_IMG_1282_artikel_52aa67d185.jpg,No abstract found.,0
2018-06-25,https://www.uni-potsdam.de/de/nachrichten/detail/2018-06-25-unterwegs-in-den-alpen-10-juni-2018,25.06.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/9/d/csm_DSC_1225_artikel_c56a50db71.jpg,No abstract found.,0
2018-06-25,https://www.uni-potsdam.de/de/nachrichten/detail/2018-06-25-gesundheitscampus-gegruendet-land-unterstuetzt-die-neue-fakultaet-mit-jaehrlich-66-mill,25.06.2018,No author found.,No image found.,"Die Universität Potsdam, die Medizinische Hochschule Brandenburg Theodor Fontane und die Brandenburgische Technische Universität Cottbus-Senftenberg haben heute in Potsdam die neue gemeinsame Fakultät für Gesundheitswissenschaften gegründet. Dazu unterzeichneten Prof. Oliver Günther, Präsident der Universität Potsdam, Prof. Jörg Steinbach, Präsident der Brandenburgischen Technischen Universität Cottbus-Senftenberg, sowie Prof. Edmund Neugebauer, Dekan der Medizinischen Hochschule Brandenburg Theodor Fontane, und Martin Pangritz, Geschäftsführer der Medizinischen Hochschule Brandenburg Campus GmbH, einen Kooperationsvertrag. Wissenschafts- und Forschungsministerin Martina Münch überreichte den Hochschulen anschließend die nach dem Brandenburgischen Hochschulgesetz erforderliche Genehmigung des Wissenschaftsministeriums. Die Finanzierungsvereinbarung zur gemeinsamen Fakultät wird in Kürze unterzeichnet. Die jährliche Finanzierung des Landes in Höhe von 6,6 Millionen Euro ab 2019, darunter 1,6 Millionen Euro für die Medizinische Hochschule Brandenburg, beinhaltet insgesamt 16 neue Professuren für die Fakultät. Diese sollen in Brandenburg und für Brandenburg forschen und ausbilden.",1196
2018-06-25,https://www.uni-potsdam.de/de/nachrichten/detail/2018-06-25-unterwegs-in-den-alpen-13-juni-2018,25.06.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/3/7/csm_Albergo_artikel_b876f0c172.jpg,No abstract found.,0
2018-06-25,https://www.uni-potsdam.de/de/nachrichten/detail/2018-06-25-unterwegs-in-den-alpen-11-juni-2018,25.06.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/8/b/csm_DSC_1240_artikell_58eedefd6e.jpg,No abstract found.,0
2018-06-25,https://www.uni-potsdam.de/de/nachrichten/detail/2018-06-25-im-gewissenskonflikt-sportpsychologen-der-uni-potsdam-widmen-sich-der-dopingpraevention,25.06.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/7/2/csm_Muskelmann_Fotolia_185567098_Subscription_artikel_f5d2302138.jpg,"Muskelbepackte Körper auf übergroßen Leinwänden, Frauen mit der Figur einer Barbie-Puppe – die Werbung lässt nichts aus, um Menschen dazu zu bewegen, ihr Aussehen zu optimieren. Mit oftmals fatalen Folgen. So hat sich im Fitness- und Breitensport ein brisantes Phänomen etabliert: Doping. Experten gehen davon aus, dass leistungssteigernde Substanzen in mindestens ebenso großem Umfang wie im Spitzensport eingesetzt werden. Ein Team um Ralf Brand, Sportpsychologie-Professor an der Universität Potsdam, widmet sich deshalb im Projekt SAFEYOU+ gemeinsam mit europäischen Partnern Fragen der Prävention. Die europäische Union fördert das Vorhaben, das noch bis Ende dieses Jahres läuft, mit 75.000 Euro.",702
2018-06-27,https://www.uni-potsdam.de/de/nachrichten/detail/2018-06-27-ein-mrt-kommt-zum-patienten-die-universitaet-potsdam-ist-an-einem-kooperationsprojekt-b,27.06.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/c/a/csm_MRT1_truck_lang_artikel_3c206f9641.jpg,"Das Potsdamer Klinikum Ernst von Bergmann schickt ab Juli eine Radiologiestation auf Rädern zu kleineren Kliniken des Landes Brandenburg und an ein Krankenhaus in Berlin. Ziel ist es, die medizinische Versorgung der ländlichen Bevölkerung mit modernster Diagnostik zu verbessern. Die Universität Potsdam beteiligt sich in Forschung und Lehre an dem Projekt.",357
2018-06-28,https://www.uni-potsdam.de/de/nachrichten/detail/2018-06-28-den-abschluss-im-blick-orientierung-von-anfang-an-fuer-ein-erfolgreiches-studium,28.06.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/6/3/csm_Frau_mit_Doktorhut_und_Gluehbirne_Fotolia_89168863_denisismagilov_artikel_ec4ad11daa.jpg,"Über die Qualität von Lehre und Studium in den Geisteswissenschaften sprach Jana Scholz mit Michael Herrmann, Referent für Lehre und Studium an der Philosophischen Fakultät, und Lena Ljucovic, Studienabschlussberaterin und Wissenschaftliche Mitarbeiterin am Institut für Philosophie.",283
2018-06-29,https://www.uni-potsdam.de/de/nachrichten/detail/2018-06-29-myanmar-themenwoche-der-unigruppe-terre-des-hommes-ab-dem-2-juli,29.06.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/8/d/csm_myanmar-2083640_artikel_0ea4519d02.jpg,"Die Unigruppe Potsdam des Kinderhilfswerks terre des hommes veranstaltet eine Themenwoche zu Myanmar. Die Gruppe möchte damit Interessierten Gelegenheit bieten, ihre Arbeit näher kennenzulernen. So findet am 2. Juli eine Podiumsdiskussion unter dem Titel „Spot on: Myanmar – Religious, social and cultural conflicts in a vibrant country“ am Campus Griebnitzsee statt. Am folgenden Tag können Gäste an einem der regelmäßigen Treffen der Gruppe teilnehmen und erneut einen Eindruck davon gewinnen, mit welchen Themen sich deren Mitglieder auseinandersetzen.",555
2018-07-05,https://www.uni-potsdam.de/de/nachrichten/detail/2018-07-05-erosion-durch-klimaveraenderungen-geoforscher-entdecken-fehler-bei-der-interpretation-t,05.07.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/b/e/csm_Nanga_Parbat_Rasmus_Thiede_artikel_7c2484fd7f.jpg,"In jüngster Zeit vermuteten viele Geowissenschaftler, dass es einen direkten Zusammenhang zwischen Klima und globaler Abtragung (Erosion) gebe. Ein Team um die Potsdamer Geowissenschaftlerin  Taylor Schildgen hat nun jedoch gezeigt, dass die Analyse globaler thermochronologischer Datensätze derzeit nicht ausreichend genau ist, um eine direkte Beziehung zwischen Erosion und Klimaabkühlung im globalen Maßstab über die letzten 2.6 Jahrmillionen unserer Erdgeschichte hinweg zu bestätigen. Die Forschungsergebnisse des Teams, zu dem außer Taylor F. Schildgen (Deutsches GeoForschungsZentrum GFZ/Universität Potsdam) auch Pieter A. van der Beek (Université Grenoble Alpes), Hugh D. Sinclair (University of Edinburgh) und Rasmus C. Thiede (Christian-Albrechts-Universität zu Kiel, vormals Universität Potsdam) gehören, sind nun in der renommierten Fachzeitschrift Nature veröffentlicht worden.",891
2018-07-06,https://www.uni-potsdam.de/de/nachrichten/detail/2018-07-06-hpi-bachelorpodium-studierende-der-digital-engineering-fakultaet-praesentieren-14-innov,06.07.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/2/2/csm_HPI_Campus-2036_artikel_89a0befa90.jpg,"Lässt sich die Automobilproduktion durch eine Software zukünftig störungsfrei gestalten? Was haben Algorithmen mit dem Tagesablauf eines Wirtschaftsprüfers zu tun? Und wie kann die Deutsche Bahn kundenfreundlich mit Verspätungen umgehen? Diesen und 11 weiteren Fragestellungen sind Studierendenteams der gemeinsamen Digital-Engineering-Fakultät von Hasso-Plattner-Institut (HPI) und Universität Potsdam zwei Semester lang nachgegangen. Ihre Ergebnisse, die sie in Zusammenarbeit mit Unternehmen und öffentlichen Einrichtungen erarbeitet haben, präsentieren die jungen Informatiker am Donnerstag, dem 12. Juli, auf dem HPI-Bachelorpodium erstmals der Öffentlichkeit.",665
2018-07-09,https://www.uni-potsdam.de/de/nachrichten/detail/2018-07-09-einmischen-immer-wieder-politikprofessor-heinz-kleger-beendet-sein-letztes-semester-an-,09.07.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/c/3/csm_Prof__Kleger_Foto_Karla_Fritze_artikel_43b9d7d450.jpg,"Als der gebürtige Schweizer Heinz Kleger 1993 aus Zürich nach Potsdam kam, setzte er sofort eigene Akzente. Zivilgesellschaft, Toleranz und Bürgerbeteiligung waren Kernthemen in seinem Hörsaal – doch dort allein sollten sie nicht bleiben. „Nur rund ein Prozent der Brandenburger sind in politischen Parteien organisiert, was sehr schade ist“, betonte Kleger erst jüngst wieder. „In meinen Vorlesungen und Seminaren habe ich dazu ermuntert, genau das zu ändern“, sagte er nun im PNN-Gespräch. Nach einer 25-jährigen, höchstbewegten Zeit als Professor für Politische Theorie nimmt der 65-jährige Kleger zur Sommerpause nun Abschied von der Universität Potsdam und geht in den Ruhestand.",684
2018-07-10,https://www.uni-potsdam.de/de/nachrichten/detail/2018-07-10-un-women-ein-beispiel-fuer-gelungene-reformen-innerhalb-der-vereinten-nationen,10.07.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/9/6/csm_UN_Women_Wikimedia_artikel_fcfe3783de.jpg,"Seit ihrer Gründung 2010 setzt sich UN Women als eigenständige Behörde der Vereinten Nationen weltweit für die Gleichstellung der Geschlechter und die Stärkung von Frauenrechten ein. Was die Organisation erreicht hat und erreichen kann, dieser Frage ist Yanina Bloch in ihrer Dissertation an der Juristischen Fakultät nachgegangen.",331
2018-07-12,https://www.uni-potsdam.de/de/nachrichten/detail/2018-07-12-der-fontane-code-hackathon-in-der-villa-quandt,12.07.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/0/4/csm_Fontane_am_Schreibtisch_artikel_bb5e44c77f.jpg,"Vom 19. bis 21. Juli 2018 findet im Theodor-Fontane-Archiv der Universität Potsdam ein philologischer Hackathon statt. Philologen, Informationswissenschaftler, Computerlinguisten, Designer und Gestalter führen digitale Analysen zu den Werken und Schriften Fontanes durch. Am 21. Juli ab 15 Uhr präsentieren die Teams ihre Ergebnisse der Öffentlichkeit. Das Konzept stammt aus der Informatik: Bei einem Hackathon – eine Wortschöpfung aus dem englischen „hack“ und „Marathon“ – tüfteln Programmierer ein Wochenende lang intensiv an einem vorgegebenen Projekt.",557
2018-07-13,https://www.uni-potsdam.de/de/nachrichten/detail/2018-07-13-neuberufung-von-katharina-hoelzle-in-die-expertenkommission-forschung-und-innovation,13.07.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/e/e/csm_prof-hoelzle_artikel_d571d952ab.jpg,"Katharina Hölzle, Professorin für Innovationsmanagement und Entrepreneurship an der Universität Potsdam, wurde von Bundesforschungsministerin Anja Karliczek in die Expertenkommission Forschung und Innovation berufen. Ihre Forschungsinteressen umfassen unter anderem die Umsetzung von Innovationen in Unternehmen, Geschäftsmodellinnovationen, Digitalisierung und Strategic Foresight. Hölzle berät Unternehmen in Fragen des strategischen Technologie- und Innovationsmanagements und ist als Mentorin für Start-ups tätig.",517
2018-07-16,https://www.uni-potsdam.de/de/nachrichten/detail/2018-07-16-9-internationaler-summer-course-mit-den-college-students-of-william-mary,16.07.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/7/8/csm_Collegestudierende_neues_bb09232359.jpg,"Um die deutsche Sprache und Kultur besser kennenzulernen, besuchten Studierende des College of William & Mary aus Virginia für sechs Wochen die Universität Potsdam. Im Tailor-Made-Programm des Course Offices der Universität erhielten sie die Möglichkeit, in kürzester Zeit das Pensum eines ganzen Semesters Deutschunterricht zu absolvieren. Nach intensiven Sprachkursen und einem umfangreichen Besichtigungsprogramm sind die US-amerikanischen Austauschstudierenden feierlich verabschiedet worden.",496
2018-07-18,https://www.uni-potsdam.de/de/nachrichten/detail/2018-07-18-geoforscher-christoph-reigber-erhaelt-die-cospar-william-nordberg-medaille,18.07.2018,No author found.,No image found.,"Das International Committee on Space Research (COSPAR), globaler Dachverband für Aktivitäten der weltraumbezogenen Grundlagenforschung und der anwendungsorientierten Forschung mit Raumsonden, Raketen und Ballonsonden, verleiht die William-Nordberg-Medaille des Jahres 2018 an Christoph Reigber, emeritierter Professor der Universität Potsdam. Mit dieser Auszeichnung, benannt nach dem österreichisch-amerikanischen Physiker und Pionier der ersten NASA Wetter- und Fernerkundungssatelliten, würdigt COSPAR alle zwei Jahre einen Wissenschaftler, der sich besonders um die Anwendung der Weltraumforschung verdient gemacht hat.",623
2018-07-30,https://www.uni-potsdam.de/de/nachrichten/detail/2018-07-30-zehn-fragen-fuer-ein-buch-bildlichkeit-und-metaphorik-in-den-spaetmittelalterlichen-fas,30.07.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/a/7/csm_2018_Juli_Klimczak_artikel_f42ad949e2.jpg,"Zehn Fragen* für ein Buch, gestellt an Franziska Klimczak, Autorin von „Bildlichkeit und Metaphorik in den spätmittelalterlichen Fastnachtspielen des 15. Jahrhunderts – Wie Sexualität von sich reden macht“. Erschienen im Universitätsverlag Potsdam, 2018.",254
2018-07-30,https://www.uni-potsdam.de/de/nachrichten/detail/2018-07-30-gebildet-durch-den-sommer-das-ferienprogramm-der-universitaet-zieht-zahlreiche-studiere,30.07.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/0/6/csm_copyright_Janna_Uhry-Ganz_artikel_b4d2ddf6d0.jpg,"Wie jedes Jahr besuchen auch im Sommer 2018 zahlreiche internationale Studierende und Hochschullehrende die Universität Potsdam, um an einem Sommerprogramm teilzunehmen und Deutschland besser kennen zu lernen.",209
2018-07-31,https://www.uni-potsdam.de/de/nachrichten/detail/2018-07-31-das-raetsel-um-den-regenwald-geoforscher-zeigen-dass-menschen-bereits-vor-2600-jahren-d,31.07.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/0/d/csm_Yannick_Garcin_interview_04-2018_09_b4f13053fe.jpg,"Felder, Straßen, Städte, aber auch in Reih und Glied gepflanzte Wälder und schnurgerade Flüsse: Menschen formen die Natur, um sie besser nutzen zu können. Dass der Mensch bereits vor 2.600 Jahren  die Ökosysteme Zentralafrikas einschneidend veränderte, hat nun ein Team um den Potsdamer Geoforscher Yannick Garcin herausgefunden. Damit sind die Wissenschaftlerinnen und Wissenschaftler der Lösung des Rätsels um die sogenannte Regenwald-Krise einen großen Schritt nähergekommen. Sie untersuchten See-Sedimente im südlichen Kamerun und stellten fest, dass nicht klimatische Veränderungen wie extreme Trockenheit oder starke Schwankungen im Niederschlag für den drastischen Wandel des dortigen Ökosystems verantwortlich waren, sondern der Mensch.",744
2018-08-02,https://www.uni-potsdam.de/de/nachrichten/detail/2018-08-02-mehr-leistung-forscher-der-universitaet-potsdam-und-des-helmholtz-zentrums-berlin-gewin,02.08.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/a/5/csm_2018_08_Perowskit-Solarzelle_Martin_Stolterfoht_artikel_c35efe4521.jpg,"Forscher der Universität Potsdam und des Helmholtz-Zentrums Berlin (HZB) haben die wesentlichen Verlustprozesse in Hybrid-Perowskit-Solarzellen identifiziert. Demnach wird die Effizienz dieser Dünnschicht-Solarzellen wesentlich durch die Rekombination von Elektronen und Löchern an den Grenzflächen bestimmt. Die teilweise Unterdrückung dieses Verlustprozesses durch ultradünne Zwischenschichten ermöglichte es den Forschern, die Bauteileffizienz von ein Quadratzentimeter großen Zellen auf Rekordwerte von über 20 Prozent zu steigern. Die Ergebnisse tragen wesentlich zum Verständnis dieser hochkomplexen Zellen bei und sind nun in der Fachzeitschrift Nature Energy publiziert.",678
2018-08-07,https://www.uni-potsdam.de/de/nachrichten/detail/2018-08-07-millionenfache-verstaerkung-elektromagnetischer-wellen-nahe-jupitermond-ganymed,07.08.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/2/2/csm_Jupiter_und_Ganymed_Foto_NASA_Goddard_17d1ce6704.jpg,"Wer den elektromagnetischen Wellen lauscht, die die Erde umgeben, kommt sich vor wie an einem knisternden Lagerfeuer am frühen Morgen, wenn die Vögel erwachen. Es prasselt, zischt und zwitschert und zirpt, wenn die Wellen in Töne umgewandelt werden. Darum heißen diese Wellen auch „Chorwellen“, im Englischen „chorus waves“. Sie verursachen nicht nur Polarlichter, sondern können Elektronen so sehr beschleunigen, dass diese Satelliten beschädigen. In einer aktuellen Studie, die in Nature Communications erscheinen wird, beschreiben Forscher außergewöhnliche Chorwellen um andere Planeten unseres Sonnensystems. Das Team unter der Leitung von Yuri Shprits vom Deutschen GeoForschungsZentrum (GFZ) und der Universität Potsdam berichtet, dass die Intensität der Chorwellen um Jupiter in der Nähe des Mondes Ganymed um den Faktor eine Million intensiver als der dortige Durchschnitt ist und immerhin noch hundertmal intensiver in der Nähe des Jupitermondes Europa. Die Ergebnisse stammen aus Auswertungen der Daten, die die Raumsonde Galileo zur Erde sendete.",1057
2018-08-08,https://www.uni-potsdam.de/de/nachrichten/detail/2018-08-08-dem-roboter-so-nah-forscher-untersuchen-die-beziehung-zwischen-mensch-und-maschine,08.08.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/d/f/csm_Fischer-und-Zhou_Hoelzel_artikel_a44b137f57.jpg,"Henry ist groß, hat dunkle Haare und einen sanften Blick. Er kennt unser Lieblingslied und bringt uns mit Witzen zum Lachen. Henry ist kein Mann – er ist ein Roboter des US-amerikanischen Unternehmens Realbotix, der eigens als intimer Partner für den Menschen gefertigt wird. Die Psychologin Yuefang Zhou und der Kognitionswissenschaftler Martin Fischer haben das Unternehmen im kalifornischen San Diego besucht. Gemeinsam gehen die beiden Forscher der Frage nach, wie intime Partnerschaften mit Robotern unsere Zukunft bestimmen könnten.",538
2018-08-09,https://www.uni-potsdam.de/de/nachrichten/detail/2018-08-09-ein-birnbaum-fuer-fontane-brandenburgs-ministerpraesident-dietmar-woidke-zu-besuch-im-f,09.08.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/e/0/csm_2018_08_Fontane-Archiv_G%C3%BCnther_Woidke_Ernst_Kazcynski_artikel_95336981ee.jpg,"Zum Auftakt seiner Sommerreise hat Brandenburgs Regierungschef Dietmar Woidke das Theodor-Fontane-Archiv der Universität Potsdam besucht. Anlass des Besuchs ist das im nächsten Jahr anstehende Fontane-Jahr, in dem Brandenburg – vom 30. März bis zum 30. Dezember 2019 – den 200. Geburtstag des Schriftstellers feiert.",316
2018-08-13,https://www.uni-potsdam.de/de/nachrichten/detail/2018-08-13-zur-sicherheitspolitik-europas-vortrag-des-politikwissenschaftlers-herfried-muenkler,13.08.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/d/4/csm_Portrait-Foto_Prof__M%C3%BCnkler_e1d919a011.jpg,"Sind wir im Begriff das Ende des Westens zu erleben, wie wir ihn kannten? Welche Implikationen ergeben sich aus der ""weichen"" Südostflanke der EU? Wie begegnen wir dem Ordnungszerfall an der europäischen Peripherie und einem wiedererstarkten Russland? Diese und andere Fragen wird der Politikwissenschaftler Prof. Herfried Münkler von der Humboldt-Universität zu Berlin in seinem Vortrag ""Eine europäische Sicherheitsarchitektur"" am 23. August 2018 im Bildungsforum aufgreifen und mit dem Publikum diskutieren.",510
2018-08-14,https://www.uni-potsdam.de/de/nachrichten/detail/2018-08-14-zehn-fragen-fuer-ein-buch-die-migration-bulgarischer-staatsbuerger-nach-deutschland-urs,14.08.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/0/4/csm_Foto_Thimm_artikel_bearbeitet-1_871d0989a5.jpg,"Zehn Fragen* für ein Buch, gestellt an Tobias Thimm, Autor von „Die Migration bulgarischer Staatsbürger nach Deutschland. Ursachen und Auswirkungen auf die Heimatgesellschaft“. Universitätsverlag 2018.",201
2018-08-14,https://www.uni-potsdam.de/de/nachrichten/detail/2018-08-14-die-pariserin-fotoausstellung-des-alumnus-jean-baptiste-lhuillier,14.08.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/4/9/csm_Ausstellung_Lhuillier_artikel_f552de7b45.jpg,"Sie ist ein Mythos: die Pariserin, im Französischen „la Parisienne“. Seit vielen Jahrzehnten geistert sie durch die Welt der Mode, die Kunst und die Literatur. In seinen Porträts spürt der gebürtige Franzose Jean-Baptiste Lhuillier diesem Mythos nach. Seine Bilder inszenieren die flüchtige Begegnung in der großen Stadt. Lhuillier studierte und promovierte an der Juristischen Fakultät der Universität Potsdam. In der Ausstellung „Parisienne“ zeigt er Bilder, die in den Jahren 2016 und 2017 in der französischen Metropole entstanden sind. Die Vernissage in der Fotogalerie Potsdam findet am 23. August ab 19 Uhr statt.",620
2018-08-15,https://www.uni-potsdam.de/de/nachrichten/detail/2018-08-15-weniger-ist-mehr-jedenfalls-beim-konsum-wirtschaftswissenschaftler-wollen-mehr-verstaen,15.08.2018,Matthias Zimmermann,https://www.uni-potsdam.de/fileadmin/_processed_/f/2/csm_2021-01_Balderjahn_05_e2fc50bb3b.jpg,No abstract found.,0
2018-08-17,https://www.uni-potsdam.de/de/nachrichten/detail/2018-08-17-neu-bewilligt-das-netzwerk-digitale-geisteswissenschaften,17.08.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/9/5/csm_2018_07_Hackathon_Fontane-Archiv_Juliane_Lieschke_artikel_1bc9e04454.jpg,"Seit Mitte des Jahres bringt das „Netzwerk Digitale Geisteswissenschaften“ Forscherinnen und Forscher zusammen, die sich mit den Folgen der Digitalisierung für die Gegenstände und Methoden der Geisteswissenschaften befassen. Ins Leben gerufen haben die Forschungsinitiative der Literaturwissenschaftler und Leiter des Theodor-Fontane-Archivs, Prof. Dr. Peer Trilcke, und die Medienwissenschaftlerin Prof. Dr. Birgit Schneider, die unter anderem ein Projekt zu Klimabildern im Internet leitet. Mit ihnen sprach Jana Scholz über die digitale Zukunft der Geisteswissenschaften.",574
2018-08-20,https://www.uni-potsdam.de/de/nachrichten/detail/2018-08-20-hassrede-und-fake-news-die-suedkoreanische-juristin-jungnyum-lee-forscht-als-gastprofes,20.08.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/d/6/csm_DSC06400_lee_artikel_b2ee8c931d.jpg,"Jungnyum Lee ist von Anfang Juni bis Ende August 2018 zu Gast am Lehrstuhl von Professor Wolfgang Mitsch, auf dessen Publikationen zum Medienstrafrecht sie in Korea aufmerksam geworden war. Während ihres Aufenthalts in Potsdam, der von der Alexander von Humboldt-Stiftung gefördert wird, möchte sich die Juristin aus einer multidisziplinären und rechtsvergleichenden Perspektive heraus den Konzeptionen Hassrede und Fake News nähern und ihre Verbreitung, ihre soziale und juristische Bewertung und ihren internationalen Kontext analysieren. Diese Themen finden in Korea aktuell ebenso viel Beachtung wie in Deutschland und vielen anderen Ländern.",646
2018-08-22,https://www.uni-potsdam.de/de/nachrichten/detail/2018-08-22-netzwerk-havarie,22.08.2018,No author found.,No image found.,No abstract found.,0
2018-08-23,https://www.uni-potsdam.de/de/nachrichten/detail/2018-08-23-leuchtende-gasnebel-astrophysiker-erforschen-die-huellen-von-galaxien-im-jungen-univers,23.08.2018,Petra Görlich,No image found.,No abstract found.,0
2018-08-23,https://www.uni-potsdam.de/de/nachrichten/detail/2018-08-23-ein-stellarer-exot-gibt-ausblick-auf-ein-moegliches-schicksal-unserer-sonne,23.08.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/d/2/csm_HuBi1_NGC6720_artikel_8e50aee1db.jpg,"Bei einer kürzlich untersuchten Sternenleiche im Sternbild Schlange wurde eine äußerst ungewöhnliche Struktur entdeckt. Eine internationale Studie unter Beteiligung des Instituts für Physik und Astronomie der Universität Potsdam kommt zu dem Schluss, dass dieses Objekt das Ergebnis einer ""Wiedergeburt"" eines ehemals sonnenähnlichen Sterns ist.",345
2018-08-29,https://www.uni-potsdam.de/de/nachrichten/detail/2018-08-29-wie-literatur-und-kunst-erinnern-ein-deutsch-polnisches-projekt-ist-dem-gedaechtnis-auf,29.08.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/c/9/csm_Uni_Mai2018_5_fertig2_artikel_af7596f50f.jpg,"Magdalena Marszałek hat ein Faible für die Präsenz der Vergangenheit in der Gegenwart. In einem deutsch-polnischen Forschungsprojekt geht die Potsdamer Slavistin der Frage nach, wie unsere Kultur mit der Vergangenheit umgeht. Drei Strategien des Umgangs mit der Geschichte werden im Forschungsprojekt „Performances of Memory“ analysiert: testimoniale, rekonstruktive und kontrafaktische Praktiken in der Literatur und performativen Kunst. Zusammen mit den beiden Wissenschaftlerinnen Prof. Dr. Małgorzata Sugiera aus Krakau und Prof. Dr. Dorota Sajewska aus Warschau, die inzwischen an der Universität Zürich arbeitet, hat Prof. Dr. Marszałek damit efolgreich die Projektförderung in der ersten Edition der gemeinsamen Ausschreibung „Beethoven“ der Deutschen Forschungsgemeinschaft (DFG) und der polnischen Entsprechung, dem Nationalen Wissenschaftszentrum (NCN), eingeworben.",876
2018-08-30,https://www.uni-potsdam.de/de/nachrichten/detail/2018-08-30-potsdamer-rechtswissenschaftler-ist-mitglied-im-un-menschenrechtsausschuss,30.08.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/6/d/csm_2017_02_Andreas_Zimmermann_Karla_Fritze_artikel_5c35a86885.jpg,Professor Andreas Zimmermann ist auf Vorschlag des Auswärtigen Amtes von den 172 Vertragsparteien des Internationalen Paktes über bürgerliche und politische Rechte zum Mitglied des Menschenrechtsauschusses der Vereinten Nationen gewählt worden. Der Direktor des MenschenRechtsZentrums der Universität Potsdam (MRZ) wird bis zum 31.12.2020 einer von 18 unabhängigen Expertinnen und Experten im Human Rights Committee der UN sein.,428
2018-09-05,https://www.uni-potsdam.de/de/nachrichten/detail/2018-09-05-die-mathematik-der-natur-gunnar-lischeid-erforscht-die-umwelt-mit-modernen-methoden-des,05.09.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/1/3/csm_Damerow_Poveda_artikel_99ea5f4c7f.jpg,"Gunnar Lischeid ist ein Wissenschaftler, der gern den Überblick behält. Er bringt Ordnung in Unmengen von Daten, erkennt Muster, die neues Wissen bringen, und deckt auf, wie die Stoffkreisläufe in der Landschaft miteinander in Beziehung stehen. Am Leibniz-Zentrum für Agrarlandschaftsforschung (ZALF) in Müncheberg leitet er die Forschungsplattform „Daten“ und lehrt als Professor für Landschaftswasserhaushalt an der Universität Potsdam.",438
